gen4 state,gen4 power,gen3 state,gen3 power,gen5 state,gen5 power,gen1 state,gen1 power
1,2.0000000000000013,1,3.12,0,0,0,0
1,1.0000000000000142,1,0.52,0,0,0,0
1,0.2,1,0.52,0,0,0,0
1,0.2,1,0.52,0,0,0,0
1,0.2,1,0.52,0,0,0,0
1,0.2,1,1.4642077445342518,0,0,0,0
1,0.2,0,0,0,0,0,0
1,0.2,0,0,0,0,1,0.04000000000000001
1,0.2,0,0,0,0,1,0.04000000000000001
1,0.2,0,0,0,0,1,0.2
1,1,0,0,1,3,1,0.4
1,2,0,0,1,3.6,1,0.2
1,2,0,0,1,0.6000000000000001,1,0.4
1,2.0000000000000004,0,0,1,2.792859131537717,1,0.2
1,1.0000000000000004,0,0,1,5.792859131537718,1,0.4
1,0.4751286565145776,0,0,1,6.000000000000002,1,0.2
1,1.4751286565145776,1,2.6,1,3.0000000000000018,1,0.4
1,0.4751286565145776,1,2.3640352385831327,1,6.000000000000002,1,0.2
1,1.0000000000000004,1,3.12,1,3.0000000000000018,1,0.4
1,2.0000000000000004,1,0.52,1,6.000000000000002,1,0.2
1,1.0000000000000004,1,2.140758401311463,1,6.000000000000005,1,0.2
1,2.0000000000000013,1,0.52,1,3.0000000000000053,1,0.4
1,2.0000000000000013,1,3.12,0,0,1,0.4
1,0.9999999999999787,1,2.6,0,0,1,0.40000000000000024
0,-14210854715202004e-30,0,0,0,0,1,0.20000000000000023
0,0,0,0,0,0,1,0.04000000000000001
0,0,0,0,0,0,1,0.04000000000000001
0,0,0,0,0,0,1,0.04000000000000001
0,0,0,0,0,0,1,0.04000000000000001
0,0,0,0,0,0,1,0.04000000000000001
0,0,0,0,0,0,1,0.04000000000000001
0,0,1,1.4135452719434716,0,0,1,0.04000000000000001
0,0,1,0.52,0,0,1,0.04000000000000001
1,0.7674896948805294,1,0.52,0,0,1,0.04000000000000001
1,0.2,1,1.008251711915401,0,0,1,0.2
1,1.2,1,1.0555054833952753,1,0.6000000000000001,1,0.4
1,0.2,0,0,1,3.6,1,0.2
1,0.2,0,0,1,2.832167260982054,1,0.4
1,1.0000000000000004,0,0,1,1.8125909326664091,1,0.4
1,2.0000000000000004,0,0,1,0.6000000000000001,1,0.2
1,1.2832565824497717,0,0,0,0,1,0.4
1,1.6564403867850155,0,0,0,0,1,0.24000000000000002
1,2.0000000000000004,0,0,0,0,1,0.04000000000000001
1,1.0000000000000004,1,2.6,0,0,1,0.04000000000000001
1,0.2,1,1.9194075782274236,0,0,1,0.20000000000000012
1,0.2,1,3.4314369215095004,0,0,1,0.40000000000000013
1,1.2,1,0.8314369215095003,0,0,1,0.20000000000000012
1,1.2,1,0.9173302193560513,0,0,1,0.04000000000000001
1,0.2,1,3.5173302193560514,0,0,1,0.04000000000000001
1,1.0000000000000004,1,2.6863245733221035,0,0,1,0.20000000000000023
1,2.0000000000000004,1,1.7660577442064267,0,0,1,0.40000000000000024
1,2.0000000000000004,1,2.600000000000001,1,2.958997270532318,1,0.20000000000000012
1,2.0000000000000004,1,5.200000000000001,1,0.6000000000000001,1,0.40000000000000013
1,1.0000000000000004,1,2.929540596775774,1,3.6,1,0.20000000000000012
1,0.2,1,2.273771241212963,1,6.000000000000002,1,0.04000000000000001
1,1.0000000000000004,1,4.103594492402516,1,3.6,1,0.24000000000000002
1,2.0000000000000004,1,4.938287739683041,1,0.6000000000000001,1,0.04000000000000001
1,2.0000000000000004,1,2.338287739683041,1,3.6,1,0.24000000000000002
1,2.0000000000000004,1,0.52,1,6,1,0.04000000000000001
1,2.0000000000000004,1,2.600000000000001,1,3.3516462989582236,1,0.24000000000000002
1,1.0000000000000004,1,5.200000000000001,1,0.6795242545921891,1,0.40000000000000036
1,2.0000000000000004,1,2.600000000000001,1,3.0947096156058342,1,0.20000000000000034
1,2.0000000000000004,1,0.52,1,6.000000000000002,1,0.04000000000000001
1,2.0000000000000004,1,0.52,1,4.002826135573992,1,0.24000000000000002
1,2.0000000000000004,1,0.52,1,4.2869396581358234,1,0.40000000000000013
1,2.0000000000000004,1,2.301563650908697,1,2.5716838929325534,1,0.40000000000000013
1,2.0000000000000004,1,4.901563650908697,1,0.6000000000000001,1,0.40000000000000013
1,1.0000000000000004,1,5.200000000000001,1,2.4390950269536638,1,0.20000000000000012
1,2.0000000000000004,1,5.200000000000001,1,0.7467442191189217,1,0.04000000000000001
1,1.0000000000000004,1,2.600000000000001,1,3.7467442191189217,1,0.24000000000000002
1,1.7539946866194374,1,5.2,1,0.7467442191189217,1,0.04000000000000001
1,2.0000000000000004,1,3.12,1,1.1120373177371539,1,0.24000000000000002
1,2.0000000000000004,1,0.5200000000000001,1,4.112037317737154,1,0.40000000000000013
1,2.0000000000000004,1,3.12,1,1.1120373177371539,1,0.24000000000000002
1,1.0000000000000004,1,3.12,1,3.186119556186403,1,0.04000000000000001
1,2.0000000000000004,1,0.52,1,5.141415422189658,1,0.20000000000000034
1,2.0000000000000013,1,0.52,1,4.02432081053046,1,0.40000000000000036
1,1.0000000000000013,1,0.52,1,6.000000000000002,1,0.20000000000000034
1,0.36482866016265925,1,0.52,1,6.000000000000002,1,0.04000000000000001
1,0.2,1,3.12,1,3.7701861733407305,1,0.2
1,0.6078207764552787,1,2.600000000000001,1,3.6,1,0.4
1,0.630733992392964,1,5.200000000000001,1,0.6000000000000001,1,0.2
1,0.2,1,2.600000000000001,1,3.6,1,0.24000000000000002
1,0.2,1,5.200000000000001,1,0.6000000000000001,1,0.04000000000000001
1,0.8884188387918117,1,2.6000000000000028,1,0.6000000000000001,1,0.1999999999999999
0,0,1,3.12,1,2.1443798736496866,0,0
0,0,1,0.52,1,4.56914869281637,0,0
0,0,1,0.52,1,5.842406213520642,0,0
0,0,1,0.52,1,5.675874828442354,0,0
0,0,1,0.52,1,5.6368033802078905,0,0
0,0,1,2.6,1,2.6368033802078905,0,0
0,0,0,0,1,5.6368033802078905,0,0
0,0,0,0,1,5.962120281402597,0,0
0,0,0,0,1,5.202958555100731,0,0
0,0,0,0,1,4.905597078683849,0,0
0,0,0,0,1,6.000000000000002,0,0
